CustomerID,NIK,Annual_Income,Spending_Score,Profession,Work_Experience,Family_Size,province,city,district,gender,birth_datetime,birthday,age,regist_code,birth_year,generation
82,1306071206850010,61000000.0,55,Healthcare,6.0,3,SUMATERA BARAT,KAB. AGAM,Ampek Angkek,Male,1985-06-12,12 June 1985,38,10,1985,Gen. Y (Millenials)
83,1906032502560012,120000000.0,41,Artist,8.0,1,KEPULAUAN BANGKA BELITUNG,KAB. BELITUNG TIMUR,Dendang,Male,1956-02-25,25 February 1956,67,12,1956,Boomers
84,3215034204770001,34000000.0,44,Entertainment,8.0,4,JAWA BARAT,KAB. KARAWANG,Telukjambe Timur,Female,1977-04-02,02 April 1977,46,1,1977,Gen. X
85,2103106711020014,24000000.0,57,Marketing,1.0,3,KEPULAUAN RIAU,KAB. NATUNA,Pulau Laut,Female,2002-11-27,27 November 2002,21,14,2002,Gen. Z (Zoomers)
86,3314151309750006,31000000.0,46,Healthcare,7.0,5,JAWA TENGAH,KAB. SRAGEN,Sumberlawang,Male,1975-09-13,13 September 1975,48,6,1975,Gen. X
87,3303185305680004,11000000.0,58,Artist,0.0,3,JAWA TENGAH,KAB. PURBALINGGA,Kertanegara,Female,1968-05-13,13 May 1968,55,4,1968,Gen. X
88,3203305706010019,55000000.0,55,Artist,5.0,2,JAWA BARAT,KAB. CIANJUR,Leles,Female,2001-06-17,17 June 2001,22,19,2001,Gen. Z (Zoomers)
89,1107225711890008,76000000.0,60,Entertainment,7.0,3,ACEH,KAB. PIDIE,Keumala,Female,1989-11-17,17 November 1989,34,8,1989,Gen. Y (Millenials)
90,1205115903730003,56000000.0,46,Doctor,0.0,2,SUMATERA UTARA,KAB. LANGKAT,Tanjung Pura,Female,1973-03-19,19 March 1973,50,3,1973,Gen. X
91,1503075308550001,46000000.0,55,Entertainment,0.0,3,JAMBI,KAB. SAROLANGUN,Air Hitam,Female,1955-08-13,13 August 1955,68,1,1955,Boomers
92,3201080909050001,36000000.0,41,Artist,1.0,4,JAWA BARAT,KAB. BOGOR,Cariu,Male,2005-09-09,09 September 2005,18,1,2005,Gen. Z (Zoomers)
93,6303070704750011,88000000.0,49,Artist,1.0,2,KALIMANTAN SELATAN,KAB. BANJAR,Astambul,Male,1975-04-07,07 April 1975,48,11,1975,Gen. X
94,3206206803830010,31000000.0,40,Entertainment,1.0,2,JAWA BARAT,KAB. TASIKMALAYA,Cineam,Female,1983-03-28,28 March 1983,40,10,1983,Gen. Y (Millenials)
95,1109076408910002,24000000.0,42,Artist,0.0,1,ACEH,KAB. SIMEULUE,Teupah Selatan,Female,1991-08-24,24 August 1991,32,2,1991,Gen. Y (Millenials)
96,3524200907990002,80000000.0,52,Artist,10.0,1,JAWA TIMUR,KAB. LAMONGAN,Kalitengah,Male,1999-07-09,09 July 1999,24,2,1999,Gen. Z (Zoomers)
97,1409065602760012,2000000.0,47,Artist,0.0,1,RIAU,KAB. KUANTAN SINGINGI,Benai,Female,1976-02-16,16 February 1976,47,12,1976,Gen. X
98,3671095511960012,67000000.0,50,Artist,0.0,2,BANTEN,KOTA TANGERANG,Cibodas,Female,1996-11-15,15 November 1996,27,12,1996,Gen. Y (Millenials)
99,7326170112750017,58000000.0,42,Doctor,1.0,2,SULAWESI SELATAN,KAB. TORAJA UTARA,Bangkelekila,Male,1975-12-01,01 December 1975,48,17,1975,Gen. X
100,7105171504030015,80000000.0,49,Engineer,3.0,3,SULAWESI UTARA,KAB. MINAHASA SELATAN,Amurang Barat,Male,2003-04-15,15 April 2003,20,15,2003,Gen. Z (Zoomers)
101,1175054803000012,65000000.0,41,Artist,0.0,4,ACEH,KOTA SUBULUSSALAM,Longkib,Female,2000-03-08,08 March 2000,23,12,2000,Gen. Z (Zoomers)
102,6305104805740019,4000000.0,48,Executive,1.0,7,KALIMANTAN SELATAN,KAB. TAPIN,Lokpaikat,Female,1974-05-08,08 May 1974,49,19,1974,Gen. X
103,1102072311560013,98000000.0,59,Artist,0.0,3,ACEH,KAB. ACEH TENGGARA,Darul Hasanah,Male,1956-11-23,23 November 1956,67,13,1956,Boomers
104,6472102109970015,52000000.0,55,Executive,0.0,5,KALIMANTAN TIMUR,KOTA SAMARINDA,Loa Janan Ilir,Male,1997-09-21,21 September 1997,26,15,1997,Gen. Z (Zoomers)
105,1309061905740004,86000000.0,56,Healthcare,10.0,2,SUMATERA BARAT,KAB. KEPULAUAN MENTAWAI,Siberut Barat Daya,Male,1974-05-19,19 May 1974,49,4,1974,Gen. X
106,3272054604020003,82000000.0,42,Doctor,1.0,2,JAWA BARAT,KOTA SUKABUMI,Baros,Female,2002-04-06,06 April 2002,21,3,2002,Gen. Z (Zoomers)
107,3508125206570006,43000000.0,50,Homemaker,3.0,2,JAWA TIMUR,KAB. LUMAJANG,Senduro,Female,1957-06-12,12 June 1957,66,6,1957,Boomers
108,2104010608690012,78000000.0,46,Lawyer,1.0,1,KEPULAUAN RIAU,KAB. LINGGA,Singkep,Male,1969-08-06,06 August 1969,54,12,1969,Gen. X
109,7174041604550015,13000000.0,43,Healthcare,6.0,5,SULAWESI UTARA,KOTA KOTAMOBAGU,Kotamobagu Barat,Male,1955-04-16,16 April 1955,68,15,1955,Boomers
110,2105033107570008,13000000.0,48,Healthcare,9.0,3,KEPULAUAN RIAU,KAB. KEPULAUAN ANAMBAS,Siantan Timur,Male,1957-07-31,31 July 1957,66,8,1957,Boomers
111,6108100401580019,34000000.0,52,Entertainment,4.0,4,KALIMANTAN BARAT,KAB. LANDAK,Sebangki,Male,1958-01-04,04 January 1958,65,19,1958,Boomers
112,3525124308040019,25000000.0,54,Artist,0.0,1,JAWA TIMUR,KAB. GRESIK,Bungah,Female,2004-08-03,03 August 2004,19,19,2004,Gen. Z (Zoomers)
113,3217157009850009,71000000.0,42,Doctor,1.0,5,JAWA BARAT,KAB. BANDUNG BARAT,Gununghalu,Female,1985-09-30,30 September 1985,38,9,1985,Gen. Y (Millenials)
114,1302111211040018,2000000.0,46,Artist,1.0,1,SUMATERA BARAT,KAB. SOLOK,X Koto Singkarak,Male,2004-11-12,12 November 2004,19,18,2004,Gen. Z (Zoomers)
115,1702067007050018,97000000.0,48,Executive,0.0,3,BENGKULU,KAB. REJANG LEBONG,Kota Padang,Female,2005-07-30,30 July 2005,18,18,2005,Gen. Z (Zoomers)
116,3511034506040017,51000000.0,50,Executive,8.0,4,JAWA TIMUR,KAB. BONDOWOSO,Tlogosari,Female,2004-06-05,05 June 2004,19,17,2004,Gen. Z (Zoomers)
117,3201065505600014,9000000.0,43,Lawyer,1.0,1,JAWA BARAT,KAB. BOGOR,Jonggol,Female,1960-05-15,15 May 1960,63,14,1960,Boomers
118,3401065909740015,79000000.0,59,Artist,0.0,2,DAERAH ISTIMEWA YOGYAKARTA,KAB. KULON PROGO,Sentolo,Female,1974-09-19,19 September 1974,49,15,1974,Gen. X
119,8205126708720002,84000000.0,43,Not Employed,2.0,7,MALUKU UTARA,KAB. KEPULAUAN SULA,Mangoli Selatan,Female,1972-08-27,27 August 1972,51,2,1972,Gen. X
120,1210146103730004,87000000.0,57,Artist,1.0,2,SUMATERA UTARA,KAB. LABUHANBATU,Pangkatan,Female,1973-03-21,21 March 1973,50,4,1973,Gen. X
121,1703100907960002,36000000.0,56,Executive,0.0,3,BENGKULU,KAB. BENGKULU UTARA,Lais,Male,1996-07-09,09 July 1996,27,2,1996,Gen. Y (Millenials)
122,3374087001850009,50000000.0,40,Executive,1.0,4,JAWA TENGAH,KOTA SEMARANG,Candisari,Female,1985-01-30,30 January 1985,38,9,1985,Gen. Y (Millenials)
123,3301204608830015,97000000.0,58,Engineer,9.0,4,JAWA TENGAH,KAB. CILACAP,Bantarsari,Female,1983-08-06,06 August 1983,40,15,1983,Gen. Y (Millenials)
124,7601082204840006,6000000.0,91,Healthcare,1.0,3,SULAWESI BARAT,KAB. PASANGKAYU,Tikke Raya,Male,1984-04-22,22 April 1984,39,6,1984,Gen. Y (Millenials)
125,1405055604000006,12000000.0,29,Entertainment,9.0,2,RIAU,KAB. PELALAWAN,Langgam,Female,2000-04-16,16 April 2000,23,6,2000,Gen. Z (Zoomers)
126,3205205806920004,46000000.0,77,Marketing,1.0,2,JAWA BARAT,KAB. GARUT,Cisurupan,Female,1992-06-18,18 June 1992,31,4,1992,Gen. Y (Millenials)
127,6106100801800001,89000000.0,35,Engineer,0.0,7,KALIMANTAN BARAT,KAB. KAPUAS HULU,Semitau,Male,1980-01-08,08 January 1980,43,1,1980,Gen. X
128,3525021309830015,4000000.0,95,Artist,0.0,2,JAWA TIMUR,KAB. GRESIK,Balongpanggang,Male,1983-09-13,13 September 1983,40,15,1983,Gen. Y (Millenials)
129,1209211307640011,38000000.0,11,Engineer,0.0,2,SUMATERA UTARA,KAB. ASAHAN,Aek Songsongan,Male,1964-07-13,13 July 1964,59,11,1964,Boomers
130,3171011701850005,64000000.0,75,Entertainment,8.0,5,DKI JAKARTA,KOTA ADM. JAKARTA PUSAT,Gambir,Male,1985-01-17,17 January 1985,38,5,1985,Gen. Y (Millenials)
131,9110021008760008,66000000.0,9,Executive,9.0,5,PAPUA,KAB. SARMI,Tor Atas,Male,1976-08-10,10 August 1976,47,8,1976,Gen. X
132,5319011802840003,26000000.0,75,Lawyer,0.0,2,NUSA TENGGARA TIMUR,KAB. MANGGARAI TIMUR,Borong,Male,1984-02-18,18 February 1984,39,3,1984,Gen. Y (Millenials)
133,7402284910980003,41000000.0,34,Healthcare,6.0,4,SULAWESI TENGGARA,KAB. KONAWE,Amonggedo,Female,1998-10-09,09 October 1998,25,3,1998,Gen. Z (Zoomers)
134,1218154711920006,45000000.0,71,Artist,5.0,1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Sei Bamban,Female,1992-11-07,07 November 1992,31,6,1992,Gen. Y (Millenials)
135,7208042005030001,89000000.0,5,Engineer,1.0,2,SULAWESI TENGAH,KAB. PARIGI MOUTONG,Moutong,Male,2003-05-20,20 May 2003,20,1,2003,Gen. Z (Zoomers)
136,3205205908940018,92000000.0,88,Executive,5.0,5,JAWA BARAT,KAB. GARUT,Cisurupan,Female,1994-08-19,19 August 1994,29,18,1994,Gen. Y (Millenials)
137,9110055407790002,76000000.0,7,Artist,5.0,2,PAPUA,KAB. SARMI,Bonggo,Female,1979-07-14,14 July 1979,44,2,1979,Gen. X
138,7571092111910016,85000000.0,73,Artist,3.0,4,GORONTALO,KOTA GORONTALO,Hulonthalangi,Male,1991-11-21,21 November 1991,32,16,1991,Gen. Y (Millenials)
139,1872011905040015,22000000.0,10,Marketing,8.0,4,LAMPUNG,KOTA METRO,Metro Pusat,Male,2004-05-19,19 May 2004,19,15,2004,Gen. Z (Zoomers)
140,7412066711880007,15000000.0,72,Artist,4.0,4,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Selatan,Female,1988-11-27,27 November 1988,35,7,1988,Gen. Y (Millenials)
141,6110014707660009,32000000.0,5,Engineer,0.0,2,KALIMANTAN BARAT,KAB. MELAWI,Belimbing,Female,1966-07-07,07 July 1966,57,9,1966,Gen. X
142,1214011103910006,66000000.0,93,Artist,0.0,5,SUMATERA UTARA,KAB. NIAS SELATAN,Lolomatua,Male,1991-03-11,11 March 1991,32,6,1991,Gen. Y (Millenials)
143,3328056304950015,62000000.0,40,Doctor,5.0,3,JAWA TENGAH,KAB. TEGAL,Pagerbarang,Female,1995-04-23,23 April 1995,28,15,1995,Gen. Y (Millenials)
144,1610036409910013,85000000.0,87,Lawyer,1.0,2,SUMATERA SELATAN,KAB. OGAN ILIR,Tanjung Raja,Female,1991-09-24,24 September 1991,32,13,1991,Gen. Y (Millenials)
145,3506251802980004,71000000.0,12,Engineer,0.0,5,JAWA TIMUR,KAB. KEDIRI,Ngasem,Male,1998-02-18,18 February 1998,25,4,1998,Gen. Z (Zoomers)
146,3507041602950018,26000000.0,97,Marketing,8.0,5,JAWA TIMUR,KAB. MALANG,Sumbermanjing Wetan,Male,1995-02-16,16 February 1995,28,18,1995,Gen. Y (Millenials)
147,5202061101750010,52000000.0,36,Engineer,9.0,2,NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,Praya Timur,Male,1975-01-11,11 January 1975,48,10,1975,Gen. X
148,5313076904910004,38000000.0,74,Lawyer,1.0,1,NUSA TENGGARA TIMUR,KAB. LEMBATA,Buyasuri,Female,1991-04-29,29 April 1991,32,4,1991,Gen. Y (Millenials)
149,7210085603890007,51000000.0,22,Healthcare,7.0,4,SULAWESI TENGAH,KAB. SIGI,Gumbasa,Female,1989-03-16,16 March 1989,34,7,1989,Gen. Y (Millenials)
150,1371012205890004,90000000.0,90,Artist,6.0,3,SUMATERA BARAT,KOTA PADANG,Padang Selatan,Male,1989-05-22,22 May 1989,34,4,1989,Gen. Y (Millenials)
151,1218132701800002,30000000.0,17,Lawyer,0.0,9,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Tebing Tinggi,Male,1980-01-27,27 January 1980,43,2,1980,Gen. X
152,2172011005840019,41000000.0,88,Engineer,0.0,1,KEPULAUAN RIAU,KOTA TANJUNG PINANG,Tanjung Pinang Barat,Male,1984-05-10,10 May 1984,39,19,1984,Gen. Y (Millenials)
